"","province","biweek","year","cases","date_sick"
"2179",50,23,2003,16,2003-11-05
"2180",50,24,2003,13,2003-11-19
"2181",50,25,2003,6,2003-12-03
"2182",50,26,2003,2,2003-12-17
"2183",50,1,2004,0,2004-01-01
"2184",50,2,2004,0,2004-01-15
"2185",50,3,2004,2,2004-01-29
"2186",50,4,2004,1,2004-02-12
"2187",50,5,2004,1,2004-02-26
"2188",50,6,2004,2,2004-03-12
"2189",50,7,2004,1,2004-03-26
"2190",50,8,2004,2,2004-04-09
"2191",50,9,2004,4,2004-04-23
"2192",50,10,2004,4,2004-05-07
"2193",50,11,2004,13,2004-05-21
"2194",50,12,2004,18,2004-06-04
"2195",50,13,2004,36,2004-06-18
"2196",50,14,2004,67,2004-07-02
"2197",50,15,2004,71,2004-07-16
"2198",50,16,2004,62,2004-07-30
"2199",50,17,2004,62,2004-08-13
"2200",50,18,2004,62,2004-08-27
"2201",50,19,2004,33,2004-09-10
"2202",50,20,2004,27,2004-09-24
"2203",50,21,2004,14,2004-10-08
"2204",50,22,2004,5,2004-10-22
"2205",50,23,2004,11,2004-11-05
"2206",50,24,2004,3,2004-11-19
"2207",50,25,2004,0,2004-12-03
"2208",50,26,2004,3,2004-12-17
"2209",50,1,2005,0,2005-01-01
"2210",50,2,2005,1,2005-01-15
"2211",50,3,2005,1,2005-01-29
"2212",50,4,2005,2,2005-02-12
"2213",50,5,2005,3,2005-02-26
"2214",50,6,2005,0,2005-03-12
"2215",50,7,2005,4,2005-03-26
"2216",50,8,2005,6,2005-04-09
"2217",50,9,2005,14,2005-04-23
"2218",50,10,2005,38,2005-05-07
"2219",50,11,2005,47,2005-05-21
"2220",50,12,2005,57,2005-06-04
"2221",50,13,2005,35,2005-06-18
"2222",50,14,2005,37,2005-07-02
"2223",50,15,2005,29,2005-07-16
"2224",50,16,2005,14,2005-07-30
"2225",50,17,2005,29,2005-08-13
"2226",50,18,2005,17,2005-08-27
"2227",50,19,2005,10,2005-09-10
"2228",50,20,2005,16,2005-09-24
"2229",50,21,2005,4,2005-10-08
"2230",50,22,2005,9,2005-10-22
"2231",50,23,2005,9,2005-11-05
"2232",50,24,2005,3,2005-11-19
"2233",50,25,2005,2,2005-12-03
"2234",50,26,2005,0,2005-12-17
"2235",50,1,2006,2,2006-01-01
"2236",50,2,2006,1,2006-01-15
"2237",50,3,2006,1,2006-01-29
"2238",50,4,2006,0,2006-02-12
"2239",50,5,2006,0,2006-02-26
"2240",50,6,2006,1,2006-03-12
"2241",50,7,2006,7,2006-03-26
"2242",50,8,2006,4,2006-04-09
"2243",50,9,2006,8,2006-04-23
"2244",50,10,2006,25,2006-05-07
"2245",50,11,2006,35,2006-05-21
"2246",50,12,2006,55,2006-06-04
"2247",50,13,2006,88,2006-06-18
"2248",50,14,2006,48,2006-07-02
"2249",50,15,2006,41,2006-07-16
"2250",50,16,2006,40,2006-07-30
"2251",50,17,2006,34,2006-08-13
"2252",50,18,2006,12,2006-08-27
"2253",50,19,2006,11,2006-09-10
"2254",50,20,2006,9,2006-09-24
"2255",50,21,2006,7,2006-10-08
"2256",50,22,2006,2,2006-10-22
"2257",50,23,2006,2,2006-11-05
"2258",50,24,2006,3,2006-11-19
"2259",50,25,2006,4,2006-12-03
"2260",50,26,2006,0,2006-12-17
"2261",50,1,2007,1,2007-01-01
"2262",50,2,2007,0,2007-01-15
"2263",50,3,2007,0,2007-01-29
"2264",50,4,2007,0,2007-02-12
"2265",50,5,2007,2,2007-02-26
"2266",50,6,2007,0,2007-03-12
"2267",50,7,2007,2,2007-03-26
"2268",50,8,2007,0,2007-04-09
"2269",50,9,2007,9,2007-04-23
"2270",50,10,2007,5,2007-05-07
"2271",50,11,2007,13,2007-05-21
"2272",50,12,2007,17,2007-06-04
"2273",50,13,2007,34,2007-06-18
"2274",50,14,2007,34,2007-07-02
"2275",50,15,2007,34,2007-07-16
"2276",50,16,2007,35,2007-07-30
"2277",50,17,2007,36,2007-08-13
"2278",50,18,2007,22,2007-08-27
"2279",50,19,2007,27,2007-09-10
"2280",50,20,2007,18,2007-09-24
"2281",50,21,2007,3,2007-10-08
"2282",50,22,2007,8,2007-10-22
"2283",50,23,2007,6,2007-11-05
"2284",50,24,2007,10,2007-11-19
"2285",50,25,2007,2,2007-12-03
"2286",50,26,2007,1,2007-12-17
"2287",50,1,2008,3,2008-01-01
"2288",50,2,2008,5,2008-01-15
"2289",50,3,2008,6,2008-01-29
"2290",50,4,2008,6,2008-02-12
"2291",50,5,2008,1,2008-02-26
"2292",50,6,2008,5,2008-03-12
"2293",50,7,2008,6,2008-03-26
"2294",50,8,2008,15,2008-04-09
"2295",50,9,2008,21,2008-04-23
"2296",50,10,2008,40,2008-05-07
"2297",50,11,2008,76,2008-05-21
"2298",50,12,2008,120,2008-06-04
"2299",50,13,2008,146,2008-06-18
"2300",50,14,2008,177,2008-07-02
"2301",50,15,2008,211,2008-07-16
"2302",50,16,2008,215,2008-07-30
"2303",50,17,2008,192,2008-08-13
"2304",50,18,2008,156,2008-08-27
"2305",50,19,2008,109,2008-09-10
"2306",50,20,2008,105,2008-09-24
"2307",50,21,2008,67,2008-10-08
"2308",50,22,2008,82,2008-10-22
"2309",50,23,2008,53,2008-11-05
"2310",50,24,2008,37,2008-11-19
"2311",50,25,2008,23,2008-12-03
"2312",50,26,2008,19,2008-12-17
"2313",50,1,2009,29,2009-01-01
"2314",50,2,2009,9,2009-01-15
"2315",50,3,2009,8,2009-01-29
"2316",50,4,2009,4,2009-02-12
"2317",50,5,2009,11,2009-02-26
"2318",50,6,2009,11,2009-03-12
"2319",50,7,2009,6,2009-03-26
"2320",50,8,2009,6,2009-04-09
"2321",50,9,2009,17,2009-04-23
"2322",50,10,2009,28,2009-05-07
"2323",50,11,2009,53,2009-05-21
"2324",50,12,2009,56,2009-06-04
"2325",50,13,2009,67,2009-06-18
"2326",50,14,2009,59,2009-07-02
"2327",50,15,2009,44,2009-07-16
"2328",50,16,2009,57,2009-07-30
"2329",50,17,2009,47,2009-08-13
"2330",50,18,2009,36,2009-08-27
"2331",50,19,2009,25,2009-09-10
"2332",50,20,2009,35,2009-09-24
"2333",50,21,2009,23,2009-10-08
"2334",50,22,2009,34,2009-10-22
"2335",50,23,2009,34,2009-11-05
"2336",50,24,2009,23,2009-11-19
"2337",50,25,2009,11,2009-12-03
"2338",50,26,2009,10,2009-12-17
"2339",50,1,2010,16,2010-01-01
"2340",50,2,2010,26,2010-01-15
"2341",50,3,2010,10,2010-01-29
"2342",50,4,2010,16,2010-02-12
"2343",50,5,2010,15,2010-02-26
"2344",50,6,2010,16,2010-03-12
"2345",50,7,2010,16,2010-03-26
"2346",50,8,2010,22,2010-04-09
"2347",50,9,2010,36,2010-04-23
"2348",50,10,2010,54,2010-05-07
"2349",50,11,2010,110,2010-05-21
"2350",50,12,2010,161,2010-06-04
"2351",50,13,2010,214,2010-06-18
"2352",50,14,2010,383,2010-07-02
"2353",50,15,2010,383,2010-07-16
"2354",50,16,2010,400,2010-07-30
"2355",50,17,2010,395,2010-08-13
"2356",50,18,2010,162,2010-08-27
"2357",50,19,2010,163,2010-09-10
"2358",50,20,2010,79,2010-09-24
"2359",50,21,2010,57,2010-10-08
"2360",50,22,2010,20,2010-10-22
"2361",50,23,2010,9,2010-11-05
"2362",50,24,2010,16,2010-11-19
"2363",50,25,2010,10,2010-12-03
"2364",50,26,2010,9,2010-12-17
"2365",50,1,2011,7,2011-01-01
"2366",50,2,2011,3,2011-01-15
"2367",50,3,2011,2,2011-01-29
"2368",50,4,2011,3,2011-02-12
"2369",50,5,2011,3,2011-02-26
"2370",50,6,2011,5,2011-03-12
"2371",50,7,2011,1,2011-03-26
"2372",50,8,2011,1,2011-04-09
"2373",50,9,2011,7,2011-04-23
"2374",50,10,2011,19,2011-05-07
"2375",50,11,2011,24,2011-05-21
"2376",50,12,2011,31,2011-06-04
"2377",50,13,2011,26,2011-06-18
"2378",50,14,2011,17,2011-07-02
"2379",50,15,2011,12,2011-07-16
"2380",50,16,2011,21,2011-07-30
"2381",50,17,2011,15,2011-08-13
"2382",50,18,2011,10,2011-08-27
"2383",50,19,2011,3,2011-09-10
"2384",50,20,2011,9,2011-09-24
"2385",50,21,2011,2,2011-10-08
"2386",50,22,2011,4,2011-10-22
"2387",50,23,2011,5,2011-11-05
"2388",50,24,2011,7,2011-11-19
"2389",50,25,2011,1,2011-12-03
"2390",50,26,2011,1,2011-12-17
"2391",50,1,2012,2,2012-01-01
"2392",50,2,2012,5,2012-01-15
"2393",50,3,2012,2,2012-01-29
"2394",50,4,2012,5,2012-02-12
"2395",50,5,2012,0,2012-02-26
"2396",50,6,2012,0,2012-03-12
"2397",50,7,2012,1,2012-03-26
"2398",50,8,2012,4,2012-04-09
"2399",50,9,2012,3,2012-04-23
"2400",50,10,2012,7,2012-05-07
"2401",50,11,2012,13,2012-05-21
"2402",50,12,2012,37,2012-06-04
"2403",50,13,2012,29,2012-06-18
"2404",50,14,2012,34,2012-07-02
"2405",50,15,2012,38,2012-07-16
"2406",50,16,2012,46,2012-07-30
"2407",50,17,2012,42,2012-08-13
"2408",50,18,2012,60,2012-08-27
"2409",50,19,2012,46,2012-09-10
"2410",50,20,2012,32,2012-09-24
"2411",50,21,2012,46,2012-10-08
"2412",50,22,2012,47,2012-10-22
"2413",50,23,2012,21,2012-11-05
"2414",50,24,2012,30,2012-11-19
"2415",50,25,2012,12,2012-12-03
"2416",50,26,2012,6,2012-12-17
"2417",50,1,2013,42,2013-01-01
"2418",50,2,2013,14,2013-01-15
"2419",50,3,2013,20,2013-01-29
"2420",50,4,2013,18,2013-02-12
"2421",50,5,2013,28,2013-02-26
"2422",50,6,2013,21,2013-03-12
"2423",50,7,2013,46,2013-03-26
"2424",50,8,2013,95,2013-04-09
"2425",50,9,2013,188,2013-04-23
"2426",50,10,2013,228,2013-05-07
"2427",50,11,2013,375,2013-05-21
"2428",50,12,2013,522,2013-06-04
"2429",50,13,2013,452,2013-06-18
"2430",50,14,2013,481,2013-07-02
"2431",50,15,2013,656,2013-07-16
"2432",50,16,2013,590,2013-07-30
"2433",50,17,2013,394,2013-08-13
"2434",50,18,2013,346,2013-08-27
"2435",50,19,2013,262,2013-09-10
"2436",50,20,2013,146,2013-09-24
"2437",50,21,2013,74,2013-10-08
"2438",50,22,2013,45,2013-10-22
"2439",50,23,2013,30,2013-11-05
"2440",50,24,2013,33,2013-11-19
"2441",50,25,2013,19,2013-12-03
"2442",50,26,2013,6,2013-12-17
"2443",50,1,2014,12,2014-01-01
"2444",50,2,2014,14,2014-01-15
"2445",50,3,2014,6,2014-01-29
"2446",50,4,2014,10,2014-02-12
"2447",50,5,2014,2,2014-02-26
"2448",50,6,2014,0,2014-03-12
"2449",50,7,2014,0,2014-03-26
"2450",50,8,2014,3,2014-04-09
"2451",50,9,2014,3,2014-04-23
"2452",50,10,2014,6,2014-05-07
"2453",50,11,2014,21,2014-05-21
"2454",50,12,2014,45,2014-06-04
"2455",50,13,2014,41,2014-06-18
"2456",50,14,2014,46,2014-07-02
"2457",50,15,2014,53,2014-07-16
"2458",50,16,2014,51,2014-07-30
"2459",50,17,2014,44,2014-08-13
"2460",50,18,2014,54,2014-08-27
"2461",50,19,2014,50,2014-09-10
"2462",50,20,2014,18,2014-09-24
"2463",50,21,2014,8,2014-10-08
"2464",50,22,2014,9,2014-10-22
"2465",50,23,2014,5,2014-11-05
"2466",50,24,2014,5,2014-11-19
"2467",50,25,2014,4,2014-12-03
"2468",50,26,2014,2,2014-12-17
"2469",50,1,2015,3,2015-01-01
"2470",50,2,2015,3,2015-01-15
"2471",50,3,2015,2,2015-01-29
"2472",50,4,2015,2,2015-02-12
"2473",50,5,2015,1,2015-02-26
"2474",50,6,2015,1,2015-03-12
"2475",50,7,2015,1,2015-03-26
"2476",50,8,2015,4,2015-04-09
"2477",50,9,2015,5,2015-04-23
"2478",50,10,2015,22,2015-05-07
"2479",50,11,2015,40,2015-05-21
"2480",50,12,2015,45,2015-06-04
"2481",50,13,2015,33,2015-06-18
"2482",50,14,2015,60,2015-07-02
"2483",50,15,2015,65,2015-07-16
"2484",50,16,2015,79,2015-07-30
"2485",50,17,2015,97,2015-08-13
"2486",50,18,2015,67,2015-08-27
"2487",50,19,2015,93,2015-09-10
"2488",50,20,2015,51,2015-09-24
"2489",50,21,2015,40,2015-10-08
"2490",50,22,2015,54,2015-10-22
"2491",50,23,2015,85,2015-11-05
"2492",50,24,2015,56,2015-11-19
"2493",10,25,2015,2006,2015-12-03
"2494",50,25,2015,49,2015-12-03
"2495",10,26,2015,59,2015-12-17
"2496",50,26,2015,16,2015-12-17
"2497",10,1,2016,592,2016-01-01
"2498",50,1,2016,1,2016-01-01
"2499",10,2,2016,391,2016-01-15
"2500",50,2,2016,5,2016-01-15
"2501",10,3,2016,223,2016-01-29
"2502",50,3,2016,5,2016-01-29
"2503",10,4,2016,179,2016-02-12
"2504",10,5,2016,207,2016-02-26
"2505",50,5,2016,1,2016-02-26
"2506",10,6,2016,124,2016-03-12
"2507",10,7,2016,53,2016-03-26
"2508",50,7,2016,2,2016-03-26
"2509",10,8,2016,70,2016-04-09
"2510",50,8,2016,2,2016-04-09
"2511",10,9,2016,36,2016-04-23
"2512",10,10,2016,20,2016-05-07
"2513",50,10,2016,6,2016-05-07
"2514",10,11,2016,18,2016-05-21
"2515",50,11,2016,6,2016-05-21
"2516",10,12,2016,28,2016-06-04
"2517",50,12,2016,8,2016-06-04
"2518",10,13,2016,31,2016-06-18
"2519",50,13,2016,10,2016-06-18
"2520",10,14,2016,52,2016-07-02
"2521",50,14,2016,32,2016-07-02
"2522",10,15,2016,96,2016-07-16
"2523",50,15,2016,116,2016-07-16
"2524",10,16,2016,113,2016-07-30
"2525",50,16,2016,148,2016-07-30
"2526",10,17,2016,140,2016-08-13
"2527",50,17,2016,118,2016-08-13
"2528",10,18,2016,156,2016-08-27
"2529",50,18,2016,110,2016-08-27
"2530",10,19,2016,166,2016-09-10
"2531",50,19,2016,64,2016-09-10
"2532",10,20,2016,162,2016-09-24
"2533",50,20,2016,46,2016-09-24
"2534",10,21,2016,163,2016-10-08
"2535",50,21,2016,46,2016-10-08
"2536",10,22,2016,198,2016-10-22
"2537",50,22,2016,28,2016-10-22
"2538",10,23,2016,342,2016-11-05
"2539",50,23,2016,12,2016-11-05
"2540",10,24,2016,356,2016-11-19
"2541",50,24,2016,26,2016-11-19
"2542",10,25,2016,161,2016-12-03
"2543",50,25,2016,13,2016-12-03
"2544",10,26,2016,155,2016-12-17
"2545",50,26,2016,1,2016-12-17
"2546",10,1,2017,112,2017-01-01
"2547",50,1,2017,3,2017-01-01
"2548",10,2,2017,72,2017-01-15
"2549",50,2,2017,10,2017-01-15
"2550",10,3,2017,73,2017-01-29
"2551",50,3,2017,1,2017-01-29
"2552",10,4,2017,56,2017-02-12
"2553",50,4,2017,4,2017-02-12
"2554",10,5,2017,49,2017-02-26
"2555",50,5,2017,1,2017-02-26
"2556",10,6,2017,44,2017-03-12
"2557",50,6,2017,9,2017-03-12
"2558",10,7,2017,36,2017-03-26
"2559",10,8,2017,60,2017-04-09
"2560",50,8,2017,4,2017-04-09
"2561",10,9,2017,46,2017-04-23
"2562",50,9,2017,9,2017-04-23
"2563",10,10,2017,45,2017-05-07
"2564",50,10,2017,13,2017-05-07
"2565",10,11,2017,71,2017-05-21
"2566",50,11,2017,50,2017-05-21
"2567",10,12,2017,121,2017-06-04
"2568",50,12,2017,44,2017-06-04
"2569",10,13,2017,230,2017-06-18
"2570",50,13,2017,86,2017-06-18
"2571",10,14,2017,228,2017-07-02
"2572",50,14,2017,78,2017-07-02
"2573",10,15,2017,339,2017-07-16
"2574",50,15,2017,80,2017-07-16
"2575",10,16,2017,409,2017-07-30
"2576",50,16,2017,57,2017-07-30
"2577",10,17,2017,315,2017-08-13
"2578",50,17,2017,50,2017-08-13
"2579",10,18,2017,272,2017-08-27
"2580",50,18,2017,40,2017-08-27
"2581",10,19,2017,302,2017-09-10
"2582",50,19,2017,23,2017-09-10
"2583",10,20,2017,255,2017-09-24
"2584",50,20,2017,23,2017-09-24
"2585",10,21,2017,274,2017-10-08
"2586",50,21,2017,22,2017-10-08
"2587",10,22,2017,296,2017-10-22
"2588",50,22,2017,21,2017-10-22
"2589",10,23,2017,297,2017-11-05
"2590",50,23,2017,18,2017-11-05
"2591",10,24,2017,276,2017-11-19
"2592",50,24,2017,25,2017-11-19
"2593",10,25,2017,252,2017-12-03
"2594",50,25,2017,8,2017-12-03
"2595",10,26,2017,123,2017-12-17
"2596",50,26,2017,4,2017-12-17
"2597",10,1,2018,82,2018-01-01
"2598",50,1,2018,4,2018-01-01
"2599",10,2,2018,106,2018-01-15
"2600",50,2,2018,2,2018-01-15
"2601",10,3,2018,81,2018-01-29
"2602",10,4,2018,72,2018-02-12
"2603",50,4,2018,3,2018-02-12
"2604",10,5,2018,111,2018-02-26
"2605",10,6,2018,147,2018-03-12
"2606",50,6,2018,3,2018-03-12
"2607",10,7,2018,157,2018-03-26
"2608",50,7,2018,1,2018-03-26
"2609",10,8,2018,160,2018-04-09
"2610",50,8,2018,4,2018-04-09
"2611",10,9,2018,26,2018-04-23
"2612",50,9,2018,2,2018-04-23
"2613",50,10,2018,2,2018-05-07
